mrd,vrd,c,cc,hh,h,mrd_type,vrd_type,product_type,new_product_type
-16.9,64.0,20/25,50,175,125,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-50
-16.9,64.0,20/25,30,155,125,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-15.5-100-30
-16.9,64.0,20/25,35,160,125,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.0-100-35
-16.9,64.0,20/25,40,165,125,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-40
-16.9,64.0,20/25,45,170,125,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-45
-16.9,64.0,20/25,50,175,125,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-50
-16.9,64.0,20/25,30,155,125,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-15.5-100-30
-16.9,64.0,20/25,35,160,125,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.0-100-35
-16.9,64.0,20/25,40,165,125,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-40
-16.9,64.0,20/25,45,170,125,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-45
-17.4,64.0,25/30,50,175,125,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-50
-17.4,64.0,25/30,30,155,125,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-15.5-100-30
-17.4,64.0,25/30,35,160,125,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.0-100-35
-17.4,64.0,25/30,40,165,125,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-40
-17.4,64.0,25/30,45,170,125,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-45
-17.4,64.0,25/30,50,175,125,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-50
-17.4,64.0,25/30,30,155,125,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-15.5-100-30
-17.4,64.0,25/30,35,160,125,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.0-100-35
-17.4,64.0,25/30,40,165,125,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-40
-17.4,64.0,25/30,45,170,125,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-45
-17.4,64.0,30/37,50,175,125,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-50
-17.4,64.0,30/37,30,155,125,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-15.5-100-30
-17.4,64.0,30/37,35,160,125,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.0-100-35
-17.4,64.0,30/37,40,165,125,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-40
-17.4,64.0,30/37,45,170,125,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-45
-17.4,64.0,30/37,50,175,125,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-50
-17.4,64.0,30/37,30,155,125,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-15.5-100-30
-17.4,64.0,30/37,35,160,125,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.0-100-35
-17.4,64.0,30/37,40,165,125,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-40
-17.4,64.0,30/37,45,170,125,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-45
-17.9,64.0,20/25,50,180,130,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.0-100-50
-17.9,64.0,20/25,30,160,130,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.0-100-30
-17.9,64.0,20/25,35,165,130,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-35
-17.9,64.0,20/25,40,170,130,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-40
-17.9,64.0,20/25,45,175,130,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-45
-17.9,64.0,20/25,50,180,130,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.0-100-50
-17.9,64.0,20/25,30,160,130,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.0-100-30
-17.9,64.0,20/25,35,165,130,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-35
-17.9,64.0,20/25,40,170,130,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-40
-17.9,64.0,20/25,45,175,130,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-45
-18.4,64.0,25/30,50,180,130,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.0-100-50
-18.4,64.0,25/30,30,160,130,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.0-100-30
-18.4,64.0,25/30,35,165,130,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-35
-18.4,64.0,25/30,40,170,130,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-40
-18.4,64.0,25/30,45,175,130,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-45
-18.4,64.0,25/30,50,180,130,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.0-100-50
-18.4,64.0,25/30,30,160,130,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.0-100-30
-18.4,64.0,25/30,35,165,130,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-35
-18.4,64.0,25/30,40,170,130,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-40
-18.4,64.0,25/30,45,175,130,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-45
-18.4,64.0,30/37,50,180,130,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.0-100-50
-18.4,64.0,30/37,30,160,130,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.0-100-30
-18.4,64.0,30/37,35,165,130,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-35
-18.4,64.0,30/37,40,170,130,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-40
-18.4,64.0,30/37,45,175,130,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-45
-18.4,64.0,30/37,50,180,130,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.0-100-50
-18.4,64.0,30/37,30,160,130,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.0-100-30
-18.4,64.0,30/37,35,165,130,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-35
-18.4,64.0,30/37,40,170,130,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-40
-18.4,64.0,30/37,45,175,130,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-45
-18.9,64.0,20/25,50,185,135,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.5-100-50
-18.9,64.0,20/25,30,165,135,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-30
-18.9,64.0,20/25,35,170,135,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-35
-18.9,64.0,20/25,40,175,135,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-40
-18.9,64.0,20/25,45,180,135,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.0-100-45
-18.9,64.0,20/25,50,185,135,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.5-100-50
-18.9,64.0,20/25,30,165,135,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-30
-18.9,64.0,20/25,35,170,135,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-35
-18.9,64.0,20/25,40,175,135,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-40
-18.9,64.0,20/25,45,180,135,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.0-100-45
-19.4,64.0,25/30,50,185,135,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.5-100-50
-19.4,64.0,25/30,30,165,135,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-30
-19.4,64.0,25/30,35,170,135,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-35
-19.4,64.0,25/30,40,175,135,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-40
-19.4,64.0,25/30,45,180,135,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.0-100-45
-19.4,64.0,25/30,50,185,135,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.5-100-50
-19.4,64.0,25/30,30,165,135,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-30
-19.4,64.0,25/30,35,170,135,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-35
-19.4,64.0,25/30,40,175,135,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-40
-19.4,64.0,25/30,45,180,135,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.0-100-45
-19.4,64.0,30/37,50,185,135,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.5-100-50
-19.4,64.0,30/37,30,165,135,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-30
-19.4,64.0,30/37,35,170,135,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-35
-19.4,64.0,30/37,40,175,135,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-40
-19.4,64.0,30/37,45,180,135,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.0-100-45
-19.4,64.0,30/37,50,185,135,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.5-100-50
-19.4,64.0,30/37,30,165,135,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-16.5-100-30
-19.4,64.0,30/37,35,170,135,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-35
-19.4,64.0,30/37,40,175,135,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-40
-19.4,64.0,30/37,45,180,135,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.0-100-45
-19.9,64.0,20/25,50,190,140,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-19.0-100-50
-19.9,64.0,20/25,30,170,140,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-30
-19.9,64.0,20/25,35,175,140,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-35
-19.9,64.0,20/25,40,180,140,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.0-100-40
-19.9,64.0,20/25,45,185,140,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.5-100-45
-19.9,64.0,20/25,50,190,140,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-19.0-100-50
-19.9,64.0,20/25,30,170,140,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-30
-19.9,64.0,20/25,35,175,140,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-35
-19.9,64.0,20/25,40,180,140,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.0-100-40
-19.9,64.0,20/25,45,185,140,2,2,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.5-100-45
-20.4,64.0,25/30,50,190,140,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-19.0-100-50
-20.4,64.0,25/30,30,170,140,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.0-100-30
-20.4,64.0,25/30,35,175,140,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-17.5-100-35
-20.4,64.0,25/30,40,180,140,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.0-100-40
-20.4,64.0,25/30,45,185,140,1,1,HIT-HP MVX-0404-hh-100-cc,HIT-HP MVX-0404-18.5-100-45
